<open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1716343860000,3794.13931818,3795.55431818,3792.92613636,3793.29386364,0,1716343919999,0,60,0,0,0
1716343920000,3793.36000000,3793.75068182,3790.58022727,3790.59204545,0,1716343979999,0,60,0,0,0
1716343980000,3790.54022727,3795.02931818,3790.44022727,3793.91909091,0,1716344039999,0,60,0,0,0
1716344040000,3793.88659091,3793.88659091,3792.94204545,3792.95159091,0,1716344099999,0,60,0,0,0
1716344100000,3792.95409091,3793.14795455,3791.44909091,3791.91363636,0,1716344159999,0,60,0,0,0
1716344160000,3791.84068182,3795.28000000,3791.62522727,3795.23045455,0,1716344219999,0,60,0,0,0
1716344220000,3795.41772727,3796.49000000,3793.14090909,3793.14636364,0,1716344279999,0,60,0,0,0
1716344280000,3793.17431818,3795.70409091,3793.17431818,3795.35272727,0,1716344339999,0,60,0,0,0
1716344340000,3795.35340909,3796.07522727,3795.09136364,3795.97613636,0,1716344399999,0,60,0,0,0
1716344400000,3795.95772727,3797.04090909,3795.71704545,3797.04090909,0,1716344459999,0,60,0,0,0
1716344460000,3797.04340909,3797.47750000,3796.33522727,3796.33522727,0,1716344519999,0,60,0,0,0
1716344520000,3796.33522727,3796.37545455,3793.11681818,3793.12136364,0,1716344579999,0,60,0,0,0
1716344580000,3793.10636364,3793.10636364,3789.13727273,3789.31818182,0,1716344639999,0,60,0,0,0
1716344640000,3789.32681818,3792.75750000,3789.26340909,3790.74863636,0,1716344699999,0,60,0,0,0
1716344700000,3790.74545455,3795.19545455,3790.61795455,3795.08363636,0,1716344759999,0,60,0,0,0
1716344760000,3794.75500000,3794.75500000,3791.52840909,3791.52840909,0,1716344819999,0,60,0,0,0
1716344820000,3791.48227273,3791.48750000,3789.78750000,3789.86454545,0,1716344879999,0,60,0,0,0
1716344880000,3789.86840909,3790.39590909,3789.56727273,3789.56727273,0,1716344939999,0,60,0,0,0
1716344940000,3789.50590909,3790.81613636,3789.50590909,3790.81136364,0,1716344999999,0,60,0,0,0
1716345000000,3790.79886364,3791.38659091,3789.49272727,3789.49272727,0,1716345059999,0,60,0,0,0
1716345060000,3789.48818182,3789.96204545,3787.07204545,3787.52795455,0,1716345119999,0,60,0,0,0
1716345120000,3787.52409091,3787.52409091,3785.01113636,3786.72113636,0,1716345179999,0,60,0,0,0
1716345180000,3786.69840909,3788.35977273,3786.30818182,3786.41113636,0,1716345239999,0,60,0,0,0
1716345240000,3786.46363636,3787.40181818,3784.60727273,3784.78977273,0,1716345299999,0,60,0,0,0
1716345300000,3784.79659091,3785.28022727,3781.62795455,3781.62795455,0,1716345359999,0,60,0,0,0
1716345360000,3781.14113636,3781.48931818,3779.76727273,3779.83954545,0,1716345419999,0,60,0,0,0
1716345420000,3779.82000000,3780.97272727,3776.58545455,3777.12818182,0,1716345479999,0,60,0,0,0
1716345480000,3777.10454545,3777.79340909,3775.38727273,3776.29181818,0,1716345539999,0,60,0,0,0
1716345540000,3776.27818182,3781.97204545,3776.27818182,3779.86113636,0,1716345599999,0,60,0,0,0
1716345600000,3780.48818182,3781.87795455,3779.65772727,3779.67863636,0,1716345659999,0,60,0,0,0
1716345660000,3779.67795455,3781.99568182,3779.45159091,3781.39568182,0,1716345719999,0,60,0,0,0
1716345720000,3781.39295455,3781.39795455,3777.34295455,3781.23454545,0,1716345779999,0,60,0,0,0
1716345780000,3780.99681818,3781.29954545,3780.02568182,3781.26431818,0,1716345839999,0,60,0,0,0
1716345840000,3781.22068182,3784.38909091,3781.22068182,3782.02227273,0,1716345899999,0,60,0,0,0
1716345900000,3782.05295455,3783.53045455,3781.12477273,3781.16454545,0,1716345959999,0,60,0,0,0
1716345960000,3781.14227273,3782.65931818,3780.67659091,3782.11409091,0,1716346019999,0,60,0,0,0
1716346020000,3782.11250000,3783.94318182,3781.01272727,3783.00477273,0,1716346079999,0,60,0,0,0
1716346080000,3783.01590909,3785.80022727,3782.74227273,3785.74363636,0,1716346139999,0,60,0,0,0
1716346140000,3785.74295455,3789.45159091,3785.74295455,3789.45159091,0,1716346199999,0,60,0,0,0
1716346200000,3789.47113636,3794.78477273,3789.36545455,3794.57727273,0,1716346259999,0,60,0,0,0
1716346260000,3794.71545455,3806.74863636,3794.71545455,3800.90090909,0,1716346319999,0,60,0,0,0
1716346320000,3800.85295455,3803.46522727,3795.33295455,3798.53363636,0,1716346379999,0,60,0,0,0
1716346380000,3798.61090909,3801.93545455,3798.61090909,3800.35340909,0,1716346439999,0,60,0,0,0
1716346440000,3800.34068182,3800.40409091,3798.30772727,3799.70636364,0,1716346499999,0,60,0,0,0
1716346500000,3799.69409091,3801.14272727,3798.15840909,3799.37886364,0,1716346559999,0,60,0,0,0
1716346560000,3799.30500000,3799.30500000,3793.80522727,3794.52750000,0,1716346619999,0,60,0,0,0
1716346620000,3794.54772727,3795.56181818,3793.11704545,3795.53659091,0,1716346679999,0,60,0,0,0
1716346680000,3795.53590909,3798.00886364,3794.42750000,3794.43204545,0,1716346739999,0,60,0,0,0
1716346740000,3794.40340909,3794.40340909,3792.36000000,3793.01977273,0,1716346799999,0,60,0,0,0
1716346800000,3793.01522727,3794.73090909,3791.83568182,3794.70772727,0,1716346859999,0,60,0,0,0
1716346860000,3794.85409091,3796.07386364,3793.62045455,3795.41090909,0,1716346919999,0,60,0,0,0
1716346920000,3795.39113636,3795.41227273,3792.25840909,3793.38068182,0,1716346979999,0,60,0,0,0
1716346980000,3793.39068182,3794.33295455,3792.07909091,3793.26295455,0,1716347039999,0,60,0,0,0
1716347040000,3793.25818182,3794.84340909,3791.93568182,3794.81772727,0,1716347099999,0,60,0,0,0
1716347100000,3794.83363636,3795.97522727,3793.89409091,3795.86977273,0,1716347159999,0,60,0,0,0
1716347160000,3796.07568182,3798.13136364,3793.92590909,3793.93136364,0,1716347219999,0,60,0,0,0
1716347220000,3793.74795455,3797.33250000,3793.24022727,3793.83613636,0,1716347279999,0,60,0,0,0
1716347280000,3793.68363636,3795.94909091,3792.77795455,3794.20954545,0,1716347339999,0,60,0,0,0
1716347340000,3794.32363636,3794.35500000,3792.90295455,3792.95954545,0,1716347399999,0,60,0,0,0
1716347400000,3792.95386364,3794.75386364,3791.94545455,3793.98159091,0,1716347459999,0,60,0,0,0
1716347460000,3794.00750000,3794.00750000,3792.33340909,3793.05590909,0,1716347519999,0,60,0,0,0
1716347520000,3793.08295455,3793.63431818,3792.44909091,3792.77681818,0,1716347579999,0,60,0,0,0
1716347580000,3792.76659091,3792.76659091,3791.80545455,3791.93954545,0,1716347639999,0,60,0,0,0
1716347640000,3791.93954545,3797.77590909,3791.93500000,3797.77590909,0,1716347699999,0,60,0,0,0
1716347700000,3797.73090909,3803.13795455,3796.20704545,3803.13795455,0,1716347759999,0,60,0,0,0
1716347760000,3803.25318182,3803.63840909,3797.89409091,3799.32863636,0,1716347819999,0,60,0,0,0
1716347820000,3799.30613636,3802.39363636,3795.59681818,3801.10590909,0,1716347879999,0,60,0,0,0
1716347880000,3800.92795455,3800.97340909,3796.22318182,3796.39727273,0,1716347939999,0,60,0,0,0
1716347940000,3795.68136364,3800.01431818,3795.65613636,3800.01431818,0,1716347999999,0,60,0,0,0
1716348000000,3799.48590909,3803.66409091,3798.87568182,3803.63136364,0,1716348059999,0,60,0,0,0
1716348060000,3803.51636364,3805.99022727,3803.36227273,3805.52886364,0,1716348119999,0,60,0,0,0
1716348120000,3805.60113636,3808.13386364,3804.26568182,3804.59659091,0,1716348179999,0,60,0,0,0
1716348180000,3804.57840909,3809.62045455,3804.15318182,3809.62045455,0,1716348239999,0,60,0,0,0
1716348240000,3810.26204545,3812.78068182,3808.40636364,3808.43022727,0,1716348299999,0,60,0,0,0
1716348300000,3808.42886364,3808.42886364,3803.92340909,3806.59704545,0,1716348359999,0,60,0,0,0
1716348360000,3806.53681818,3810.11022727,3805.90954545,3808.51386364,0,1716348419999,0,60,0,0,0
1716348420000,3808.46886364,3808.80000000,3807.18681818,3807.52386364,0,1716348479999,0,60,0,0,0
1716348480000,3807.42204545,3807.52136364,3805.81636364,3806.61681818,0,1716348539999,0,60,0,0,0
1716348540000,3806.61681818,3807.49772727,3805.23818182,3805.25431818,0,1716348599999,0,60,0,0,0
1716348600000,3805.11045455,3805.88795455,3803.23863636,3804.93250000,0,1716348659999,0,60,0,0,0
1716348660000,3804.92909091,3807.53704545,3804.29477273,3807.51909091,0,1716348719999,0,60,0,0,0
1716348720000,3807.44681818,3807.45204545,3804.21409091,3805.52500000,0,1716348779999,0,60,0,0,0
1716348780000,3805.50113636,3805.50113636,3800.55636364,3800.66045455,0,1716348839999,0,60,0,0,0
1716348840000,3800.44250000,3800.45227273,3795.89522727,3797.58022727,0,1716348899999,0,60,0,0,0
1716348900000,3797.79250000,3798.96727273,3795.59340909,3795.85113636,0,1716348959999,0,60,0,0,0
1716348960000,3796.43636364,3797.94568182,3788.34613636,3789.06022727,0,1716349019999,0,60,0,0,0
1716349020000,3789.02227273,3793.47022727,3787.75386364,3787.81727273,0,1716349079999,0,60,0,0,0
1716349080000,3788.10818182,3789.83613636,3784.75522727,3785.10704545,0,1716349139999,0,60,0,0,0
1716349140000,3785.28500000,3790.29250000,3785.28500000,3790.29250000,0,1716349199999,0,60,0,0,0
1716349200000,3790.28704545,3790.67681818,3787.81977273,3790.64318182,0,1716349259999,0,60,0,0,0
1716349260000,3790.65136364,3794.40340909,3790.33863636,3790.33863636,0,1716349319999,0,60,0,0,0
1716349320000,3790.35954545,3791.94340909,3789.67409091,3789.78045455,0,1716349379999,0,60,0,0,0
1716349380000,3789.81659091,3793.96340909,3789.69863636,3792.70250000,0,1716349439999,0,60,0,0,0
1716349440000,3792.61954545,3792.98000000,3792.54363636,3792.67386364,0,1716349499999,0,60,0,0,0
1716349500000,3792.67454545,3792.67454545,3789.65159091,3789.74818182,0,1716349559999,0,60,0,0,0
1716349560000,3789.73136364,3792.07454545,3789.38318182,3790.87068182,0,1716349619999,0,60,0,0,0
1716349620000,3790.82772727,3791.60727273,3789.75159091,3790.51568182,0,1716349679999,0,60,0,0,0
1716349680000,3790.51909091,3791.32818182,3788.32840909,3789.51318182,0,1716349739999,0,60,0,0,0
1716349740000,3789.38863636,3789.39000000,3785.22068182,3786.00045455,0,1716349799999,0,60,0,0,0
1716349800000,3785.77818182,3790.06681818,3785.77818182,3787.80204545,0,1716349859999,0,60,0,0,0
1716349860000,3787.80590909,3789.44795455,3787.43886364,3788.50272727,0,1716349919999,0,60,0,0,0
1716349920000,3788.49613636,3790.56909091,3788.02090909,3788.37250000,0,1716349979999,0,60,0,0,0
1716349980000,3788.28136364,3788.38159091,3786.82227273,3787.53704545,0,1716350039999,0,60,0,0,0
1716350040000,3787.52477273,3791.43340909,3787.52477273,3790.59590909,0,1716350099999,0,60,0,0,0
1716350100000,3790.61795455,3792.84000000,3790.44545455,3792.48340909,0,1716350159999,0,60,0,0,0
1716350160000,3792.52136364,3794.29454545,3792.52136364,3793.03931818,0,1716350219999,0,60,0,0,0
1716350220000,3793.11477273,3794.89931818,3793.11477273,3794.11068182,0,1716350279999,0,60,0,0,0
1716350280000,3794.10545455,3794.95863636,3793.66727273,3794.53159091,0,1716350339999,0,60,0,0,0
1716350340000,3794.57863636,3794.60659091,3793.73431818,3793.76272727,0,1716350399999,0,60,0,0,0
1716350400000,3793.76409091,3795.07181818,3793.75659091,3793.90181818,0,1716350459999,0,60,0,0,0
1716350460000,3793.90181818,3794.77409091,3790.66886364,3794.04250000,0,1716350519999,0,60,0,0,0
1716350520000,3794.17000000,3794.73022727,3791.70022727,3791.70022727,0,1716350579999,0,60,0,0,0
1716350580000,3791.69886364,3794.77000000,3791.66363636,3793.88590909,0,1716350639999,0,60,0,0,0
1716350640000,3793.90568182,3794.42522727,3791.40045455,3791.41750000,0,1716350699999,0,60,0,0,0
1716350700000,3791.41295455,3791.76363636,3790.30272727,3790.30272727,0,1716350759999,0,60,0,0,0
1716350760000,3790.32727273,3791.55522727,3789.67863636,3790.32431818,0,1716350819999,0,60,0,0,0
1716350820000,3790.35295455,3792.31750000,3790.21181818,3790.90045455,0,1716350879999,0,60,0,0,0
1716350880000,3790.56636364,3792.12386364,3789.91000000,3792.12386364,0,1716350939999,0,60,0,0,0
1716350940000,3792.45954545,3793.28045455,3791.79181818,3791.85909091,0,1716350999999,0,60,0,0,0
1716351000000,3791.85772727,3791.85772727,3789.41090909,3790.27363636,0,1716351059999,0,60,0,0,0
1716351060000,3790.25795455,3790.25795455,3788.76909091,3789.18750000,0,1716351119999,0,60,0,0,0
1716351120000,3789.03068182,3789.05454545,3788.29659091,3788.77909091,0,1716351179999,0,60,0,0,0
1716351180000,3788.76431818,3789.71545455,3788.44727273,3789.70681818,0,1716351239999,0,60,0,0,0
1716351240000,3789.70795455,3789.70795455,3787.58659091,3787.58659091,0,1716351299999,0,60,0,0,0
1716351300000,3786.89204545,3789.83113636,3786.89204545,3788.87500000,0,1716351359999,0,60,0,0,0
1716351360000,3788.80818182,3789.96613636,3788.73454545,3789.64545455,0,1716351419999,0,60,0,0,0
1716351420000,3789.64931818,3789.90840909,3784.54454545,3784.54454545,0,1716351479999,0,60,0,0,0
1716351480000,3784.53568182,3787.08909091,3782.93568182,3785.49113636,0,1716351539999,0,60,0,0,0
1716351540000,3785.84000000,3786.68977273,3783.06159091,3784.20954545,0,1716351599999,0,60,0,0,0
1716351600000,3783.89954545,3786.74068182,3783.59386364,3784.77590909,0,1716351659999,0,60,0,0,0
1716351660000,3784.74340909,3784.87363636,3781.04454545,3781.34272727,0,1716351719999,0,60,0,0,0
1716351720000,3781.23113636,3782.58500000,3779.67113636,3779.68704545,0,1716351779999,0,60,0,0,0
1716351780000,3779.69159091,3781.26386364,3779.67590909,3780.88000000,0,1716351839999,0,60,0,0,0
1716351840000,3780.90181818,3781.12022727,3779.98659091,3780.64659091,0,1716351899999,0,60,0,0,0
1716351900000,3780.65159091,3780.66454545,3777.84272727,3778.01318182,0,1716351959999,0,60,0,0,0
1716351960000,3778.25772727,3781.93113636,3777.06500000,3777.25386364,0,1716352019999,0,60,0,0,0
