<open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1716336000000,3790.06454545,3792.15568182,3788.84818182,3792.15568182,0,1716336059999,0,60,0,0,0
1716336060000,3792.22659091,3793.33840909,3790.03363636,3793.19454545,0,1716336119999,0,60,0,0,0
1716336120000,3793.25522727,3794.47431818,3791.69295455,3793.09113636,0,1716336179999,0,60,0,0,0
1716336180000,3793.81500000,3793.81500000,3790.33227273,3790.47863636,0,1716336239999,0,60,0,0,0
1716336240000,3790.48818182,3791.30795455,3787.32613636,3787.50931818,0,1716336299999,0,60,0,0,0
1716336300000,3787.56954545,3791.86409091,3787.53340909,3791.36000000,0,1716336359999,0,60,0,0,0
1716336360000,3791.39863636,3791.39863636,3788.08272727,3788.17704545,0,1716336419999,0,60,0,0,0
1716336420000,3788.26159091,3789.95840909,3786.67227273,3786.67227273,0,1716336479999,0,60,0,0,0
1716336480000,3784.20136364,3795.12977273,3777.40863636,3794.10159091,0,1716336539999,0,60,0,0,0
1716336540000,3793.95886364,3794.75409091,3788.79454545,3788.84000000,0,1716336599999,0,60,0,0,0
1716336600000,3788.83613636,3789.31340909,3786.58613636,3787.02159091,0,1716336659999,0,60,0,0,0
1716336660000,3786.99250000,3789.28340909,3786.22409091,3787.34454545,0,1716336719999,0,60,0,0,0
1716336720000,3787.33045455,3787.86863636,3786.88431818,3787.36568182,0,1716336779999,0,60,0,0,0
1716336780000,3787.35545455,3787.76431818,3786.36295455,3786.71522727,0,1716336839999,0,60,0,0,0
1716336840000,3786.86863636,3791.07022727,3786.82886364,3791.07022727,0,1716336899999,0,60,0,0,0
1716336900000,3791.08250000,3794.11977273,3789.95613636,3794.04409091,0,1716336959999,0,60,0,0,0
1716336960000,3794.06386364,3797.80204545,3792.64068182,3797.50181818,0,1716337019999,0,60,0,0,0
1716337020000,3797.29045455,3799.99000000,3796.90522727,3799.99000000,0,1716337079999,0,60,0,0,0
1716337080000,3799.99522727,3799.99522727,3795.05681818,3795.71022727,0,1716337139999,0,60,0,0,0
1716337140000,3795.75159091,3798.08840909,3793.82568182,3796.87295455,0,1716337199999,0,60,0,0,0
1716337200000,3796.72727273,3799.69931818,3796.56272727,3799.66454545,0,1716337259999,0,60,0,0,0
1716337260000,3799.67818182,3803.58386364,3799.67818182,3799.75818182,0,1716337319999,0,60,0,0,0
1716337320000,3799.70000000,3799.70000000,3798.15909091,3798.82500000,0,1716337379999,0,60,0,0,0
1716337380000,3798.80318182,3799.38818182,3792.54863636,3793.50113636,0,1716337439999,0,60,0,0,0
1716337440000,3793.59113636,3795.64977273,3793.59113636,3795.27090909,0,1716337499999,0,60,0,0,0
1716337500000,3795.33409091,3799.11250000,3794.60250000,3798.97340909,0,1716337559999,0,60,0,0,0
1716337560000,3798.96931818,3798.96931818,3795.67159091,3795.67159091,0,1716337619999,0,60,0,0,0
1716337620000,3795.68045455,3797.25704545,3794.48590909,3794.48590909,0,1716337679999,0,60,0,0,0
1716337680000,3794.49545455,3795.15227273,3793.46272727,3794.75750000,0,1716337739999,0,60,0,0,0
1716337740000,3794.86181818,3797.15477273,3794.84272727,3796.99250000,0,1716337799999,0,60,0,0,0
1716337800000,3796.99954545,3797.23522727,3795.13659091,3795.25363636,0,1716337859999,0,60,0,0,0
1716337860000,3795.17454545,3795.17454545,3790.72840909,3791.13659091,0,1716337919999,0,60,0,0,0
1716337920000,3791.13590909,3794.33727273,3791.10727273,3793.48477273,0,1716337979999,0,60,0,0,0
1716337980000,3793.68636364,3794.42977273,3793.26136364,3793.43272727,0,1716338039999,0,60,0,0,0
1716338040000,3793.40545455,3793.40545455,3788.72613636,3789.85659091,0,1716338099999,0,60,0,0,0
1716338100000,3790.24431818,3790.49704545,3787.44000000,3789.38545455,0,1716338159999,0,60,0,0,0
1716338160000,3789.26545455,3789.26545455,3784.78477273,3785.20000000,0,1716338219999,0,60,0,0,0
1716338220000,3785.20386364,3787.31750000,3785.19340909,3786.84227273,0,1716338279999,0,60,0,0,0
1716338280000,3786.23795455,3786.23795455,3784.20113636,3784.74250000,0,1716338339999,0,60,0,0,0
1716338340000,3784.75227273,3789.98704545,3784.75227273,3789.98704545,0,1716338399999,0,60,0,0,0
1716338400000,3789.87045455,3792.22250000,3788.19340909,3788.19340909,0,1716338459999,0,60,0,0,0
1716338460000,3787.95045455,3788.68500000,3785.62977273,3785.62977273,0,1716338519999,0,60,0,0,0
1716338520000,3785.52227273,3787.00954545,3784.87500000,3786.26954545,0,1716338579999,0,60,0,0,0
1716338580000,3786.57204545,3788.71159091,3785.46431818,3788.09886364,0,1716338639999,0,60,0,0,0
1716338640000,3788.05909091,3788.67227273,3787.86818182,3788.27181818,0,1716338699999,0,60,0,0,0
1716338700000,3788.28272727,3788.66500000,3787.45727273,3788.66500000,0,1716338759999,0,60,0,0,0
1716338760000,3788.67022727,3789.47363636,3787.97818182,3787.99522727,0,1716338819999,0,60,0,0,0
1716338820000,3788.00613636,3788.24204545,3785.61181818,3786.94090909,0,1716338879999,0,60,0,0,0
1716338880000,3786.92590909,3788.52068182,3785.83909091,3787.78636364,0,1716338939999,0,60,0,0,0
1716338940000,3787.80136364,3787.80136364,3785.71954545,3786.90863636,0,1716338999999,0,60,0,0,0
1716339000000,3786.90795455,3788.75931818,3786.90681818,3787.02863636,0,1716339059999,0,60,0,0,0
1716339060000,3786.59454545,3786.59454545,3784.35204545,3785.91090909,0,1716339119999,0,60,0,0,0
1716339120000,3786.18840909,3786.87636364,3784.97568182,3786.87636364,0,1716339179999,0,60,0,0,0
1716339180000,3786.87159091,3787.25045455,3785.36545455,3785.45454545,0,1716339239999,0,60,0,0,0
1716339240000,3785.37000000,3785.37000000,3780.67454545,3781.65909091,0,1716339299999,0,60,0,0,0
1716339300000,3781.69977273,3783.39272727,3781.08772727,3783.08340909,0,1716339359999,0,60,0,0,0
1716339360000,3782.98181818,3784.35636364,3782.53613636,3783.33909091,0,1716339419999,0,60,0,0,0
1716339420000,3783.34363636,3784.79136364,3783.34363636,3784.48613636,0,1716339479999,0,60,0,0,0
1716339480000,3784.57772727,3784.88022727,3783.27977273,3783.28159091,0,1716339539999,0,60,0,0,0
1716339540000,3783.29590909,3783.31977273,3782.33863636,3782.36818182,0,1716339599999,0,60,0,0,0
1716339600000,3782.37545455,3782.74500000,3776.21795455,3779.10909091,0,1716339659999,0,60,0,0,0
1716339660000,3779.24272727,3779.65500000,3776.14795455,3778.86204545,0,1716339719999,0,60,0,0,0
1716339720000,3778.86272727,3781.98022727,3778.83227273,3781.97818182,0,1716339779999,0,60,0,0,0
1716339780000,3781.94818182,3783.56659091,3780.14090909,3783.50477273,0,1716339839999,0,60,0,0,0
1716339840000,3783.51295455,3783.51295455,3777.53840909,3777.99363636,0,1716339899999,0,60,0,0,0
1716339900000,3778.04227273,3781.30454545,3778.04227273,3781.19159091,0,1716339959999,0,60,0,0,0
1716339960000,3781.19500000,3781.46045455,3779.03681818,3780.13636364,0,1716340019999,0,60,0,0,0
1716340020000,3780.13545455,3780.21704545,3778.70090909,3780.21159091,0,1716340079999,0,60,0,0,0
1716340080000,3780.30681818,3780.63181818,3779.04477273,3779.61340909,0,1716340139999,0,60,0,0,0
1716340140000,3779.53295455,3780.83454545,3778.89295455,3778.89295455,0,1716340199999,0,60,0,0,0
1716340200000,3778.68363636,3779.52022727,3778.16704545,3779.49045455,0,1716340259999,0,60,0,0,0
1716340260000,3779.49863636,3779.88977273,3778.43068182,3779.85909091,0,1716340319999,0,60,0,0,0
1716340320000,3779.88727273,3782.94409091,3779.88727273,3782.92727273,0,1716340379999,0,60,0,0,0
1716340380000,3782.87750000,3785.38840909,3782.87750000,3785.38840909,0,1716340439999,0,60,0,0,0
1716340440000,3785.60227273,3786.23886364,3784.26181818,3784.35090909,0,1716340499999,0,60,0,0,0
1716340500000,3784.35022727,3786.99295455,3784.29250000,3786.74750000,0,1716340559999,0,60,0,0,0
1716340560000,3786.74431818,3788.00704545,3786.26181818,3786.69636364,0,1716340619999,0,60,0,0,0
1716340620000,3786.69772727,3786.69772727,3785.41022727,3786.31522727,0,1716340679999,0,60,0,0,0
1716340680000,3786.31659091,3786.34000000,3784.37795455,3786.00750000,0,1716340739999,0,60,0,0,0
1716340740000,3786.00750000,3787.22522727,3785.69431818,3785.69431818,0,1716340799999,0,60,0,0,0
1716340800000,3785.68181818,3785.68181818,3781.53590909,3781.53704545,0,1716340859999,0,60,0,0,0
1716340860000,3781.56500000,3783.26295455,3780.45977273,3783.23568182,0,1716340919999,0,60,0,0,0
1716340920000,3783.24090909,3783.24090909,3781.99272727,3783.02590909,0,1716340979999,0,60,0,0,0
1716340980000,3783.02136364,3786.68590909,3782.88818182,3786.64750000,0,1716341039999,0,60,0,0,0
1716341040000,3786.70159091,3786.78340909,3785.46113636,3785.46113636,0,1716341099999,0,60,0,0,0
1716341100000,3785.47590909,3785.47590909,3783.67181818,3783.67250000,0,1716341159999,0,60,0,0,0
1716341160000,3783.67636364,3783.70227273,3782.66363636,3782.66363636,0,1716341219999,0,60,0,0,0
1716341220000,3782.02068182,3782.96750000,3780.24500000,3782.95977273,0,1716341279999,0,60,0,0,0
1716341280000,3783.01931818,3785.86886364,3783.01931818,3785.79272727,0,1716341339999,0,60,0,0,0
1716341340000,3785.78500000,3785.78500000,3783.94840909,3784.90659091,0,1716341399999,0,60,0,0,0
1716341400000,3784.90727273,3784.90931818,3782.73318182,3782.74454545,0,1716341459999,0,60,0,0,0
1716341460000,3782.74522727,3784.97136364,3782.73659091,3784.96454545,0,1716341519999,0,60,0,0,0
1716341520000,3784.98227273,3787.14522727,3784.80659091,3785.77840909,0,1716341579999,0,60,0,0,0
1716341580000,3785.77613636,3786.40681818,3785.28159091,3785.66090909,0,1716341639999,0,60,0,0,0
1716341640000,3785.63931818,3785.74295455,3783.44863636,3783.51136364,0,1716341699999,0,60,0,0,0
1716341700000,3783.46545455,3783.52000000,3782.72090909,3782.74954545,0,1716341759999,0,60,0,0,0
1716341760000,3782.75409091,3783.02977273,3781.06000000,3781.06000000,0,1716341819999,0,60,0,0,0
1716341820000,3780.68363636,3780.68363636,3778.38613636,3780.44500000,0,1716341879999,0,60,0,0,0
1716341880000,3780.44954545,3785.00931818,3780.44954545,3782.98977273,0,1716341939999,0,60,0,0,0
1716341940000,3783.00386364,3783.23500000,3782.42795455,3783.23500000,0,1716341999999,0,60,0,0,0
1716342000000,3783.28681818,3783.28681818,3779.54613636,3779.75363636,0,1716342059999,0,60,0,0,0
1716342060000,3779.78818182,3781.90386364,3778.68409091,3781.08295455,0,1716342119999,0,60,0,0,0
1716342120000,3781.08909091,3781.54840909,3779.81659091,3780.70068182,0,1716342179999,0,60,0,0,0
1716342180000,3780.70159091,3780.78113636,3778.12636364,3779.71159091,0,1716342239999,0,60,0,0,0
1716342240000,3779.66318182,3782.26363636,3779.66318182,3782.26363636,0,1716342299999,0,60,0,0,0
1716342300000,3782.26363636,3784.30295455,3781.66340909,3782.94227273,0,1716342359999,0,60,0,0,0
1716342360000,3782.94227273,3782.94750000,3779.97568182,3780.95909091,0,1716342419999,0,60,0,0,0
1716342420000,3780.98977273,3782.90454545,3780.98977273,3782.87886364,0,1716342479999,0,60,0,0,0
1716342480000,3782.89568182,3784.47909091,3782.89181818,3784.24727273,0,1716342539999,0,60,0,0,0
1716342540000,3784.52477273,3784.73363636,3783.17931818,3784.07000000,0,1716342599999,0,60,0,0,0
1716342600000,3784.12022727,3784.52318182,3782.09181818,3782.82340909,0,1716342659999,0,60,0,0,0
1716342660000,3782.84386364,3784.00022727,3782.00250000,3783.99568182,0,1716342719999,0,60,0,0,0
1716342720000,3783.97863636,3783.97863636,3782.28000000,3782.96727273,0,1716342779999,0,60,0,0,0
1716342780000,3782.97113636,3784.32704545,3782.97113636,3784.23659091,0,1716342839999,0,60,0,0,0
1716342840000,3784.14840909,3785.48636364,3783.88295455,3785.47386364,0,1716342899999,0,60,0,0,0
1716342900000,3785.46795455,3786.02454545,3785.12568182,3785.70818182,0,1716342959999,0,60,0,0,0
1716342960000,3785.66386364,3785.88704545,3785.23090909,3785.88409091,0,1716343019999,0,60,0,0,0
1716343020000,3785.88636364,3788.25659091,3785.88636364,3788.25659091,0,1716343079999,0,60,0,0,0
1716343080000,3788.01363636,3788.01363636,3786.61931818,3787.97500000,0,1716343139999,0,60,0,0,0
1716343140000,3787.97500000,3788.68568182,3787.89500000,3788.57136364,0,1716343199999,0,60,0,0,0
1716343200000,3788.58681818,3790.48159091,3788.49613636,3789.75863636,0,1716343259999,0,60,0,0,0
1716343260000,3789.72477273,3792.46931818,3789.72477273,3792.46409091,0,1716343319999,0,60,0,0,0
1716343320000,3792.47022727,3794.13295455,3791.47727273,3792.23159091,0,1716343379999,0,60,0,0,0
1716343380000,3792.21727273,3795.43681818,3792.21727273,3795.40090909,0,1716343439999,0,60,0,0,0
1716343440000,3795.16181818,3795.74136364,3794.82840909,3795.33204545,0,1716343499999,0,60,0,0,0
1716343500000,3795.33272727,3798.82250000,3795.33272727,3797.61181818,0,1716343559999,0,60,0,0,0
1716343560000,3797.60681818,3797.60681818,3793.22613636,3794.60863636,0,1716343619999,0,60,0,0,0
1716343620000,3794.61136364,3794.76204545,3792.78022727,3792.78022727,0,1716343679999,0,60,0,0,0
1716343680000,3792.78409091,3792.89250000,3790.90363636,3792.42068182,0,1716343739999,0,60,0,0,0
1716343740000,3793.02113636,3793.39181818,3792.85409091,3793.39181818,0,1716343799999,0,60,0,0,0
1716343800000,3793.39113636,3794.02363636,3793.22659091,3794.02363636,0,1716343859999,0,60,0,0,0
